400017728362,0,5,2,1,12,3535.64,,3178.20
400017725234,1,141,,,69,3326.01,,3326.01
400013627955,0,36,,1,3,46.86,,21.97
400121428400,0,29,2,5,6,607.92,15.54,278.41
400017728638,0,4,8,34,68,8074.06,1246.64,5246.05
400017710221,0,0,10,17,66,3333.38,566.78,2105.16
400017732042,0,0,9,28,66,6335.28,1135.21,4071.12
400017737010,0,1,24,66,176,6704.55,1216.19,4149.17
400017703597,0,8,1,2,9,128.94,13.66,100.32
400017709301,0,0,7,28,61,3293.08,454.86,2334.08
400017734894,0,5,5,19,32,2205.65,371.45,1387.28
400000917617,0,48,,6,24,500.18,64.17,421.13
400017712337,0,1,6,15,48,2709.60,247.82,2004.78
400017742898,0,0,10,30,103,6085.88,621.49,4495.56
400017739218,0,0,12,13,40,3482.78,397.73,2220.77
400013888383,0,2,4,16,63,4362.65,499.75,3490.74
400017696789,0,1,2,9,10,477.60,104.39,227.82
400017731858,0,0,8,22,50,3226.98,510.65,1904.52
400017725510,0,0,22,66,212,4237.24,525.82,2705.76
400121515282,0,0,7,11,46,7533.48,1005.27,5324.95
400017733330,0,1,15,53,138,5470.69,781.39,3918.32
400017711417,1,116,,1,84,1060.82,17.73,1043.09
400014840930,0,12,4,13,33,795.55,215.61,400.14
400017719254,0,12,2,10,52,2949.50,432.24,2338.60
400017705989,0,25,1,1,7,323.96,23.96,267.10
400017713809,0,3,4,13,26,4575.37,1082.09,2810.64
400017716678,0,4,10,20,63,3073.17,480.75,2145.65
400121443045,0,3,4,13,23,2604.40,559.31,1589.16
400017708289,0,15,2,3,11,492.96,61.78,344.37
400017532719,0,4,5,16,33,6173.43,1062.33,3776.90
400011749926,0,18,2,24,93,3795.93,561.65,2213.43
400017723762,0,12,3,20,44,1757.38,221.97,1221.35
400017715189,0,2,5,22,53,6333.79,1064.32,4125.42
400017703781,0,12,11,24,64,4631.39,974.83,2788.82
400017743634,0,3,10,27,85,2034.91,304.48,1331.14
400017731122,0,0,8,11,22,1459.85,195.33,984.24
400017722658,1,97,,16,231,6141.52,471.55,5669.97
400017722750,0,0,4,14,33,1558.69,338.17,1000.23
